,time,current,voltage
92,4.889588832855225,0.3245,-0.3901039999999999
93,4.937161207199097,0.3324,-0.37322999999999984
94,4.985929012298584,0.3333,-0.3703699999999998
95,5.035621643066406,0.3412,-0.3537820000000001
96,5.086395263671875,0.3431,-0.35092200000000007
97,5.136261463165283,0.348,-0.33118800000000004
98,5.186124801635742,0.3558,-0.320034
99,5.237016201019287,0.3568,-0.31459999999999994
100,5.288877248764038,0.3627,-0.3034459999999999
101,5.338740825653076,0.3715,-0.28943199999999986
102,5.387588977813721,0.3705,-0.28371199999999985
103,5.437455654144287,0.3793,-0.26969800000000016
104,5.486427545547485,0.3812,-0.2642640000000001
105,5.5362467765808105,0.3871,-0.25025000000000003
106,5.5880537033081055,0.3949,-0.236236
107,5.63782262802124,0.3949,-0.22794199999999998
108,5.687689542770386,0.4027,-0.21678799999999993
109,5.735664129257202,0.4057,-0.21106799999999992
110,5.785754442214966,0.4096,-0.19705399999999987
111,5.836517095565796,0.4184,-0.18303999999999984
112,5.886383056640625,0.4194,-0.17760600000000012
113,5.936253547668457,0.4262,-0.16902600000000012
114,5.986116886138916,0.434,-0.14957800000000004
115,6.036214351654053,0.434,-0.143858
116,6.084976434707642,0.4418,-0.12726999999999994
117,6.134056329727173,0.4438,-0.1132559999999999
118,6.182026386260986,0.4497,-0.1103959999999999
119,6.229796409606934,0.4536,-0.09924199999999986
120,6.278668403625488,0.4585,-0.08808800000000014
121,6.328566789627075,0.4673,-0.0712140000000001
122,6.384382724761963,0.4712,-0.06006000000000005
123,6.434253215789795,0.4731,-0.06006000000000005
124,6.483122110366821,0.4809,-0.04061199999999997
125,6.532094240188599,0.4829,-0.034891999999999965
126,6.581963300704956,0.4888,-0.023737999999999926
127,6.631822347640991,0.4956,-0.006863999999999879
128,6.681689023971558,0.4946,-0.0014299999999998424
129,6.73046088218689,0.5054,0.012584000000000043
130,6.780323266983032,0.5064,0.02945799999999993
131,6.830190420150757,0.5122,0.02945799999999993
132,6.881054162979126,0.52,0.04604600000000001
133,6.930726766586304,0.521,0.04890600000000001
134,6.97959566116333,0.5288,0.06578000000000006
135,7.0294623374938965,0.5308,0.07121399999999993
136,7.0793280601501465,0.5347,0.07979399999999993
137,7.129472732543945,0.5425,0.09924200000000002
138,7.179346323013306,0.5445,0.10210200000000003
139,7.228250741958618,0.5523,0.11611600000000007
140,7.276735782623291,0.5582,0.132704
141,7.326601266860962,0.5601,0.132704
142,7.375467538833618,0.5679,0.15529800000000005
143,7.426054954528809,0.5699,0.15529800000000005
144,7.476921319961548,0.5767,0.1664519999999999
145,7.526686429977417,0.5826,0.1859
146,7.575809955596924,0.5846,0.18304
147,7.6255927085876465,0.5914,0.20534799999999992
148,7.676456928253174,0.5924,0.21106799999999992
149,7.723704814910889,0.5982,0.22222199999999998
150,7.772600412368774,0.6061,0.239096
151,7.821371793746948,0.607,0.24453000000000005
152,7.8702709674835205,0.6168,0.25854399999999994
153,7.9232001304626465,0.6217,0.27255799999999997
154,7.972965478897095,0.6217,0.275418
155,8.021931171417236,0.6305,0.29229200000000005
156,8.072205066680908,0.6315,0.2948660000000001
157,8.122171401977539,0.6393,0.30887999999999993
158,8.170937538146973,0.6413,0.320034
159,8.22204303741455,0.6461,0.328614
160,8.271048545837402,0.6549,0.3452019999999999
161,8.320813655853271,0.6559,0.3480619999999999
162,8.36967921257019,0.6637,0.364936
163,8.41871452331543,0.6696,0.37895
164,8.467689990997314,0.6686,0.38438400000000006
165,8.517451286315918,0.6794,0.40125799999999995
166,8.568313598632812,0.6804,0.4041179999999999
167,8.619280338287354,0.6852,0.41241199999999995
168,8.669048070907593,0.694,0.43186
169,8.718015432357788,0.695,0.43472000000000005
170,8.76778531074524,0.7028,0.4487339999999999
171,8.817647933959961,0.7038,0.468182
172,8.866723537445068,0.7087,0.46560799999999997
173,8.917485475540161,0.7175,0.4850559999999999
174,8.970344066619873,0.7195,0.4907759999999999
175,9.019212007522583,0.7243,0.49906999999999996
176,9.067322015762329,0.7322,0.518518
177,9.1163170337677,0.7331,0.521378
178,9.18313717842102,0.7419,0.538252
179,9.232006788253784,0.7449,0.5408259999999999
180,9.280874252319336,0.7507,0.56056
181,9.3475661277771,0.7517,0.565994
182,9.395540237426758,0.7586,0.577434
183,9.445019721984863,0.7615,0.5857279999999999
184,9.493975162506104,0.7693,0.5940219999999999
185,9.54190444946289,0.7752,0.61633
186,9.590773105621338,0.7771,0.61919
187,9.639642477035522,0.7849,0.636064
188,9.689507722854614,0.7859,0.6389239999999999
189,9.739478826522827,0.7928,0.652938
190,9.789350986480713,0.7996,0.6666659999999999
191,9.839268922805786,0.8016,0.6695259999999998
192,9.888104438781738,0.8104,0.6863999999999999
193,9.936203479766846,0.8104,0.691834
194,9.985975503921509,0.8182,0.705848
195,10.036842823028564,0.8211,0.7144280000000001
196,10.086706399917603,0.827,0.7255820000000001
197,10.135579586029053,0.8319,0.74217
198,10.183598279953003,0.8319,0.7478899999999999
199,10.233505249023438,0.8407,0.7590439999999998
200,10.283376455307007,0.8465,0.7730579999999999
201,10.33234190940857,0.8475,0.7730579999999999
202,10.382209300994873,0.8524,0.7813519999999999
203,10.43114686012268,0.8524,0.787072
204,10.47922658920288,0.8543,0.789646
205,10.528071880340576,0.8553,0.789646
206,10.578072547912598,0.8563,0.795366
207,10.627059698104858,0.8563,0.798226
208,10.67606782913208,0.8573,0.798226
209,10.725035905838013,0.8592,0.798226
210,10.773874998092651,0.8583,0.801086
211,10.827804565429688,0.8592,0.801086
212,10.877566576004028,0.8592,0.80366
213,10.927534341812134,0.8602,0.80366
214,10.976403951644897,0.8622,0.801086
215,11.027165174484253,0.8612,0.80652
216,11.076061010360718,0.8612,0.80652
217,11.125028848648071,0.8622,0.80652
218,11.174899101257324,0.8612,0.80652
219,11.224761962890625,0.8631,0.80366
220,11.279538631439209,0.8622,0.80652
221,11.328513622283936,0.8622,0.80652
222,11.379316568374634,0.8631,0.80652
223,11.431239128112793,0.8631,0.8093800000000001
224,11.481000185012817,0.8631,0.8093800000000001
225,11.530866384506226,0.8622,0.8093800000000001
226,11.581387281417847,0.8631,0.8093800000000001
227,11.629321813583374,0.8612,0.8093800000000001
228,11.679226398468018,0.8622,0.8093800000000001
229,11.728238582611084,0.8631,0.8093800000000001
230,11.782198667526245,0.8641,0.8122400000000001
231,11.831066846847534,0.8641,0.8093800000000001
232,11.881079196929932,0.8631,0.8093800000000001
233,11.930418729782104,0.8641,0.8093800000000001
234,11.979292154312134,0.8641,0.8093800000000001
235,12.028213024139404,0.8631,0.8093800000000001
236,12.080191612243652,0.8631,0.8093800000000001
237,12.130090713500977,0.8641,0.8093800000000001
238,12.181063652038574,0.8651,0.80652
239,12.230823516845703,0.8641,0.8122400000000001
240,12.280691385269165,0.8641,0.8093800000000001
241,12.329581499099731,0.8631,0.8093800000000001
242,12.379426002502441,0.8641,0.8093800000000001
243,12.429325342178345,0.8631,0.8093800000000001
244,12.484180450439453,0.8631,0.8093800000000001
245,12.535146951675415,0.8641,0.8093800000000001
246,12.586006879806519,0.8641,0.8093800000000001
247,12.634793996810913,0.8612,0.8122400000000001
248,12.683730125427246,0.8641,0.8093800000000001
249,12.733581066131592,0.8641,0.8093800000000001
250,12.782552719116211,0.8631,0.8093800000000001
251,12.832444429397583,0.8631,0.8093800000000001
252,12.881407976150513,0.8651,0.8093800000000001
253,12.931179761886597,0.8631,0.8093800000000001
254,12.981068134307861,0.8631,0.8122400000000001
